NAF 1st Class,NAF 2nd Class,Description
12,,"L'usine de tabac reconstitué de Spay est un établissement industriel situé à Spay, dans les Pays de la Loire, en France"
12,,"Elle fabrique du tabac reconstitué, produit entrant dans la composition des cigarettes, selon un procédé inspiré des techniques de l'industrie papetière."
12,,"Leader mondial de ce marché et unique producteur en Europe, ses clients sont les principaux acteurs de l'industrie du tabac au niveau mondial."
12,,L'usine de tabac reconstitué de Spay trouve son origine dans la mondialisation et la concentration de l'industrie du tabac.
12,,"Pendant la première moitié du xxe siècle, la société américaine Schweitzer, fondée en 1908 comme importatrice de papier à cigarettes de la France vers les États-Unis, s'est développée en faisant l'acquisition de plusieurs papeteries dans les deux pays. "
12,,"Les années 1950 voient aussi l'apparition du tabac reconstitué, au carrefour de l'industrie du tabac et de la papeterie."
12,,"Il s'agit en effet d'utiliser les techniques de fabrication du papier, appliquées à la transformation des résidus de feuilles de tabac en une pâte, qui est étalée en feuille, elle-même séchée et broyée."
12,,La matière ainsi produite est réintroduite dans la composition des cigarettes
12,,Spécialisée dans la production de tabac reconstitué en feuille
12,,La Société d’exploitation industrielle des tabacs et des allumettes acquiert des parts dans la société
12,,"En 1995, le groupe Kimberly-Clark opère une stratégie de recentrage en se séparant de ses activités liées au tabac par une opération de scission."
12,,"Celles-ci sont en effet considérées comme une menace juridique par une partie des actionnaires, en raison des effets nocifs du tabac pour la santé humaine, d’autant plus que le cœur de compétence du groupe est constitué des produits d'hygiène personnelle"
12,,"Les activités liées au tabac de Kimberly-Clark, qui représentent 10 usines dans plusieurs pays et 5,5 % du chiffre d’affaires du groupe, sont scindées dans une société anonyme de droit américain nommée Schweitzer-Mauduit International (SWM)"
12,,"Premier fabricant mondial de tabac reconstitué, elle enregistre un taux de rentabilité exceptionnel de 42,57 %"
12,,"Son produit est commercialisé aux grandes entreprises du tabac, principalement en Europe de l'Ouest"
12,,"Celles-ci sont cependant étrangères à l'usine de tabac reconstitué de Spay, dont le produit connaît un succès croissant"
12,,"Le groupe Schweitzer-Mauduit International renoue avec la croissance à partir de 2002, ce qui lui permet d'investir de nouveau dans sa filiale française de tabac reconstitué."
12,,"Elle détient 60 % des parts de marché du tabac reconstitué, pour un chiffre d'affaires de 128 millions d'euros"
12,,"En 2010, deux salariés de l'usine sont poursuivis pour trafic de tabac, qu'ils auraient dérobé dans l'entreprise"
12,,elle emploie 400 salariés et produit près de 80 000 tonnes de tabac reconstitué
12,,"en 2015, l'entreprise enregistre une légère hausse de ses ventes, avec 53 500 tonnes de tabac reconstitué écoulées"
12,,"les dirigeants de LTR Industries engagent à partir de 2015 une stratégie de diversification de l'usine de Spay, visant à compenser la baisse des ventes de tabac reconstitué par la fabrication d'autres produits"
12,,"d’une part la fabrication de tabac chauffé, d’autre part l’utilisation d’autres matières premières végétales telles que le thé ou le cacao"
12,,"Dans le même temps, des essais de fabrication de tabac chauffé sont réalisés, mais sans parvenir à un résultat satisfaisant"
12,,"Elle reste dans une mauvaise situation économique, avec seulement 38 472 tonnes de tabac reconstitué vendues en 2018"
12,,"La matière première est composée des sous-produits de tabac issus de la fabrication des cigarettes, qui sont fournis par les clients eux-mêmes"
12,,"La liqueur est concentrée, puis appliquée sur la feuille. Enfin, le tabac ainsi reconstitué est séché, broyé et haché avant d'être stocké en cartons pour être expédié au client final"
12,,Le tabac reconstitué entre dans la composition des cigarettes en complément aux feuilles de tabac.
12,,"Il représente 3 % à 20 % de la composition. Il a un intérêt principalement économique pour les fabricants de cigarettes, car il leur permet de réutiliser les sous-produits de leur propre process industriel."
12,,"Seita est le second acteur du marché français du tabac grâce à une gamme complète de produits – cigarettes, cigares, tabac et papier à rouler."
12,,"En France, nous commercialisons des produits du tabac de renommée internationale"
12,,Notre division cigares distribue également des marques telles que Fleur de Savane ou encore Ninas.
12,,"Régie d'État à sa création, elle disposait du monopole de la culture de tabac en France jusqu'en 1970, ainsi que de la fabrication et de la vente de tabac et d'allumettes jusqu'en 1976"
12,,la suppression des barrières douanières au sein du marché commun entraîne la perte du monopole de fabrication et de distribution de tabac pour le SEITA
12,,"Il se mit également à fabriquer pour le compte de British American Tobacco les cigarettes Lucky Strike destinées au marché français où les procédés de fabrication, la totalité des ingrédients sont différents par rapport aux autres produits de la SEITA, cette production se faisant sous la licence de British American Tobacco"
12,,"En 1994, moins d'une cigarette sur deux vendues en France est produite par le SEITA, et l'État refuse toute création d'une marque nouvelle"
12,,la Seita prend le contrôle en 1995 du troisième fabricant polonais de cigarettes
12,,mettant un terme à la production des cigarettes brunes Gitanes et Gauloises en France (la production est transférée en Pologne)
12,,"La filiale française du groupe possède six sites en France, contre une trentaine avant la privatisation13 : trois usines de fabrication de cigarettes"
12,,La régie dispose jusqu'en 1970 de l'exclusivité de l'achat du tabac servant à la fabrication des cigares et cigarettes vendus en France
9,,Nous exécutons des programmes de développement géothermique qui aident à relever des défis uniques allant de la caractérisation et du forage à la stimulation et à la production.
9,,"Nous fournissons les connaissances et l'expertise nécessaires pour sélectionner et analyser le sous-sol des projets de stockage de CO2, et pour gérer et minimiser les risques et les incertitudes."
9,,Halliburton applique une vaste expérience dans l'évaluation du sous-sol et l'EOR pour évaluer des projets de stockage souterrain CSC sûrs et efficaces
9,,"Bien qu'il existe de nombreuses similitudes avec les évaluations souterraines traditionnelles du pétrole et du gaz, le stockage souterrain du CO2 dans le cadre d'un flux de travail CSC présente des défis uniques."
9,,"Grâce à notre vaste expérience EOR et à notre implication dans les projets de CSC à un stade précoce, Halliburton Consulting peut fournir les connaissances et l'expertise nécessaires pour sélectionner et analyser le sous-sol, gérer et minimiser les risques et les incertitudes pour les projets de stockage de CO2."
9,,Nous exécutons des programmes de développement géothermique qui aident à relever des défis uniques allant de la caractérisation et du forage à la stimulation et à la production.
9,,"Le portefeuille de produits et de services géothermiques d'Halliburton comprend tout, depuis les outils de forage directionnel à haute température et la diagraphie de production jusqu'aux systèmes à haute température sans ciment Portland."
9,,"Le développement des ressources géothermiques peut être difficile : identifier le « sweet spot » pour les fractures naturelles, forer de la roche dure tout en faisant face aux fuites et aux températures élevées, stimuler les roches ignées pour augmenter la productivité et gérer les réservoirs au fil du temps."
9,,Notre approche du développement géothermique est alignée sur vos besoins pour développer efficacement et de manière rentable les ressources géothermiques.
9,,Perenco opère plus de 3 000 puits pour une production brute de 490 000 boepd en 2021.
9,,Environ 80 puits forés par an 30 unités de workover opérés en onshore et offshore
9,,"le groupe Perenco est engagé sur l’ensemble du cycle, de l’exploration au decommissioning."
9,,"La production a nettement progressé, atteignant les 465 000 boepd en 2019 grâce à une stratégie soutenue de croissance externe et de développement, avec deux projets majeurs"
9,,"Le cœur de métier de Perenco est de valoriser, de manière durable, des productions pétrolières et/ou gazières dites mâtures ou marginales."
9,,"Basée sur un modèle agile et réactif, grâce à des compétences internalisées couvrant l'ensemble des métiers de l'amont pétrolier, le Groupe est une référence dans son domaine."
9,,"Au quotidien, Perenco est l’opérateur de ses actifs, que ce soient des champs marginaux, des nouveaux développements ou des projets complexes."
9,,"La mise en production, en 2018, du champ de East Orovinyare au Gabon montre notre capacité à relever de nouveaux challenges techniques avec une approche originale et performante."
9,,"De même, notre entrée à Trinité-et-Tobago, l'un des plus anciens pays producteurs de pétrole, à la géologie complexe, confirme notre volonté de nous développer sans limite technique ou géographique, en allant là ou notre savoir-faire fera la différence."
9,,"En termes de développement, le gaz représente une véritable opportunité, que ce soit sous forme de vente de gaz pour la génération de puissance électrique locale, de gaz domestique pour les besoins du pays ou de LNG pour l’export."
